# JID                    RA         DEC        q      PA        Ag      Ar      Ai      z        TType   Re      RhalfMass   R235_i   RH      R1       LOGMASS  
  J205126.43+000321.2    312.86016  0.0559     0.68   78.0      0.4     0.277   0.206   0.0136   -99     1.07    2.01        1.66     3.03    4.06     8.16     
  J205310.38+001356.80   313.29332  0.23239    0.96   110.0     0.325   0.225   0.167   0.0527   1       9.31    8.29        24.46    33.75   49.26    11.41    
  J205325.83+001708.88   313.35777  0.28571    0.92   130.0     0.319   0.221   0.164   0.0291   12      1.99    4.33        5.44     8.5     13.78    9.7      
  J205339.77-003748.11   313.41578  -0.63007   0.64   133.0     0.288   0.199   0.148   0.0543   -5      18.07   17.29       28.4     52.14   81.44    11.39    
  J205355.59-003834.96   313.48168  -0.64309   0.8    178.0     0.29    0.201   0.149   0.0546   -5      4.93    7.68        16.4     24.8    43.55    11.21    
  J205404.37+004638.74   313.51846  0.77751    0.42   82.59     0.284   0.196   0.146   0.029    5       9.01    6.45        19.01    24.54   22.8     10.39    
  J205424.12-004831.57   313.60061  -0.80887   0.92   165.0     0.305   0.211   0.157   0.0476   -5      6.46    8.67        14.64    24.21   60.78    11.15    
  J205432.42+000231.09   313.63521  0.04186    0.63   15.94     0.301   0.208   0.155   0.0298   5       7.17    6.49        16.59    20.81   28.54    10.53    
  J205433.29-000709.07   313.63883  -0.11931   0.95   11.8      0.337   0.233   0.173   0.0237   12      1.56    1.95        4.63     7.04    6.63     9.66     
  J205440.94-004600.75   313.6706   -0.76706   0.98   120.0     0.306   0.212   0.157   0.0695   1       8.15    7.16        20.43    25.68   31.78    10.98    
  J205440.97-000303.95   313.67085  -0.05122   0.71   155.0     0.327   0.226   0.168   0.0302   5       6.2     5.55        11.95    18.03   20.82    10.27    
  J205519.26+003226.14   313.83036  0.54049    0.54   131.0     0.271   0.188   0.139   0.0232   5       3.77    3.47        9.76     14.65   17.3     10.13    
  J205527.62-011330.88   313.86515  -1.22531   0.86   -25.3     0.386   0.267   0.198   0.0126   2       6.19    4.05        11.85    18.89   21.88    10.54    
  J205718.98-002942.41   314.32917  -0.49518   0.86   133.0     0.383   0.265   0.197   0.0542   -5      4.17    6.39        16.88    25.44   38.79    11.13    
  J205755.39+000711.30   314.48094  0.11971    0.56   53.0      0.284   0.196   0.146   0.0237   0       1.7     2.31        5.71     8.07    9.88     9.73     
  J205756.54+010432.68   314.48575  1.07565    0.32   69.0      0.262   0.181   0.134   0.0483   3       8.26    6.05        18.14    24.66   20.72    9.98     
  J205802.71-002658.11   314.51143  -0.44957   0.77   82.0      0.408   0.282   0.21    0.068    4       9.05    7.68        19.47    24.03   26.85    10.91    
  J205818.04-002019.59   314.57511  -0.33886   0.91   120.0     0.36    0.249   0.185   0.0532   4       5.97    6.42        12.69    16.94   20.41    10.44    
  J205938.58-000213.51   314.91084  -0.03712   0.9    50.0      0.283   0.196   0.146   0.0512   -5      2.1     3.84        9.29     14.58   21.79    10.87    
  J210107.74-001142.64   315.2824   -0.19528   0.82   75.0      0.269   0.186   0.138   0.0237   3       9.24    6.78        20.66    29.74   39.09    11.19    
  J210206.52+001208.37   315.52726  0.20229    0.81   55.0      0.296   0.205   0.152   0.0504   -2      4.63    6.12        14.41    19.56   26.57    10.97    
  J210247.91+000934.4    315.69966  0.15957    0.77   98.0      0.264   0.183   0.136   0.0138   -99     0.5     1.59        1.14     2.18    2.2      7.67     
  J210353.36+001123.72   315.9724   0.18988    0.94   150.0     0.256   0.177   0.131   0.051    1       7.0     6.44        15.37    22.58   30.57    10.93    
  J210407.85-004612.48   316.03284  -0.77024   0.67   -103.95   0.222   0.154   0.114   0.0474   -5      3.55    5.72        13.46    21.5    28.03    10.77    
  J210557.24-002211.83   316.48858  -0.37      0.97   65.0      0.302   0.209   0.155   0.0338   6       4.28    4.94        8.37     13.51   14.83    9.78     
  J210821.50-010813.23   317.08971  -1.13712   0.6    105.0     0.22    0.153   0.113   0.0589   -2      5.42    7.08        17.68    21.93   30.04    11.2     
  J210836.70+000414.47   317.15306  0.07059    0.62   25.0      0.413   0.285   0.212   0.0473   -3      3.24    5.07        15.3     23.08   36.16    10.99    
  J211008.15-004622.79   317.53401  -0.77295   0.8    165.0     0.388   0.268   0.199   0.0336   -5      2.47    4.11        8.61     13.38   23.74    10.44    
  J211031.84+005342.18   317.63287  0.89478    0.71   65.0      0.322   0.223   0.165   0.0681   -5      9.14    14.08       23.97    40.54   103.29   11.53    
  J211200.4-001646.6     318.00168  -0.27962   0.45   5.0       0.245   0.17    0.126   0.0118   -99     2.96    3.48        4.59     8.44    7.14     8.5      
  J211211.45-001531.30   318.04789  -0.25908   0.35   71.0      0.255   0.177   0.131   0.0469   5       8.92    7.05        22.37    30.13   33.29    10.72    
  J211307.74+011346.9    318.28226  1.2297     0.63   111.0     0.428   0.296   0.22    0.0139   -99     1.05    1.86        3.23     4.79    5.97     8.98     
  J211313.01-002159.77   318.30435  -0.36667   0.55   -40.88    0.226   0.156   0.116   0.0204   6       4.85    4.21        10.33    15.64   14.66    9.84     
  J211318.75-000955.05   318.32826  -0.16564   1.0    0.0       0.249   0.172   0.128   0.0329   5       3.48    3.54        8.8      12.75   22.22    10.35    
  J211343.96+003428.88   318.43336  0.57435    0.32   74.52     0.472   0.326   0.242   0.0471   5       10.84   8.76        24.6     30.24   31.92    10.58    
  J211347.56+001028.15   318.44815  0.17428    0.6    172.0     0.342   0.236   0.176   0.06     5       12.05   8.7         24.56    30.73   33.31    10.86    
  J211400.54+003206.36   318.50231  0.53505    0.89   110.0     0.437   0.303   0.225   0.027    -3      1.59    3.4         7.63     10.94   13.77    10.34    
  J211452.40-005839.94   318.71845  -0.97788   0.78   85.0      0.205   0.142   0.105   0.044    -2      3.96    8.1         16.23    26.08   56.78    11.11    
  J211545.82-010111.01   318.94102  -1.01982   0.85   160.0     0.196   0.135   0.101   0.0197   6       1.98    2.04        4.17     8.07    5.41     9.15     
  J211603.77+010106.03   319.0158   1.01829    0.95   160.0     0.281   0.194   0.144   0.0314   -5      3.51    4.44        11.82    17.54   30.8     11.1     
  J211621.96+010505.61   319.09161  1.08483    0.66   65.0      0.273   0.189   0.141   0.0316   3       4.39    3.65        9.6      14.02   13.46    9.95     
  J211627.64-004935.37   319.11529  -0.82658   0.51   20.89     0.223   0.155   0.115   0.0193   5       7.85    6.64        17.62    22.61   25.02    10.53    
  J211800.86+003415.12   319.50373  0.57075    0.84   45.0      0.326   0.225   0.167   0.035    -5      3.15    5.09        9.4      15.38   30.89    10.6     
  J211900.27-005750.31   319.75126  -0.96407   0.56   11.0      0.174   0.12    0.089   0.0195   -5      1.66    2.32        6.95     10.04   12.34    10.07    
  J211927.35-002630.45   319.86403  -0.44196   0.68   105.0     0.159   0.11    0.082   0.0513   3       5.32    5.24        13.25    17.01   18.14    10.43    
  J212049.32+004528.32   320.20585  0.75765    0.82   124.58    0.283   0.196   0.145   0.0345   4       5.74    4.94        10.99    13.52   14.41    10.18    
  J212258.68+010136.18   320.74459  1.02664    0.89   35.0      0.178   0.123   0.091   0.031    -5      2.54    3.51        9.74     14.58   22.01    10.83    
  J212342.06+005418.46   320.92523  0.90507    0.38   40.0      0.167   0.116   0.086   0.0507   2       8.45    6.6         19.03    27.95   27.82    10.45    
  J212412.86+000611.5    321.05362  0.10319    0.8    117.0     0.19    0.131   0.097   0.0152   -99     0.9     1.23        1.0      1.79    2.12     7.72     
  J212414.67+011336.25   321.06132  1.22647    0.86   188.31    0.163   0.113   0.084   0.05     -5      4.19    5.8         13.28    20.49   37.24    11.08    
  J212434.64+005844.60   321.1445   0.97879    0.6    19.0      0.17    0.117   0.087   0.0494   1       3.74    4.84        12.76    17.49   27.44    10.73    
  J212453.28+010419.43   321.22203  1.07188    0.49   33.0      0.165   0.114   0.085   0.0495   0       6.46    7.64        21.02    26.01   31.15    10.8     
  J212518.24+001105.04   321.32614  0.18467    0.83   110.0     0.169   0.117   0.087   0.0626   0       5.01    6.69        15.07    20.61   30.18    10.71    
  J212553.76+002457.71   321.47416  0.41597    0.59   170.0     0.18    0.125   0.093   0.0317   4       4.76    3.71        10.76    17.32   14.83    10.21    
  J212619.92-004516.91   321.58303  -0.75485   0.68   125.06    0.162   0.112   0.083   0.0514   -2      4.68    7.28        15.8     20.41   34.87    11.07    
  J212636.74+003647.35   321.65314  0.61301    0.73   134.69    0.155   0.108   0.08    0.0302   7       5.25    4.63        9.76     14.25   12.59    9.58     
  J212733.70-011119.03   321.89046  -1.18885   0.61   -32.3     0.171   0.118   0.088   0.0304   2       8.35    6.27        18.41    26.28   28.66    10.61    
  J212739.64-010607.83   321.91531  -1.10229   0.45   37.0      0.192   0.133   0.099   0.0296   4       3.45    3.59        9.95     12.5    17.6     10.29    
  J212745.53+001935.01   321.93994  0.32627    0.91   101.76    0.163   0.113   0.084   0.0306   -2      2.41    3.48        8.06     13.88   18.95    10.52    
  J212809.81+010827.6    322.04092  1.14102    0.79   15.0      0.159   0.11    0.082   0.0146   -99     0.98    1.81        3.11     5.2     7.53     9.11     
  J212811.67+000358.58   322.04874  0.06623    0.56   100.0     0.149   0.103   0.077   0.052    2       6.18    5.92        17.95    24.21   25.58    10.43    
  J212822.22-000551.40   322.09268  -0.09774   0.99   90.0      0.147   0.102   0.076   0.0503   0       2.79    6.03        14.88    20.03   25.32    10.88    
  J212851.19-010412.46   322.21335  -1.07017   0.93   50.0      0.18    0.125   0.093   0.053    4       8.78    8.4         19.01    24.07   28.61    10.98    
  J212903.03-002824.85   322.2629   -0.47368   0.47   49.38     0.139   0.096   0.072   0.03     5       5.15    5.03        11.12    14.23   14.89    9.76     
  J212913.38-003125.99   322.3059   -0.52404   0.4    80.0      0.139   0.096   0.071   0.03     -2      2.57    2.78        9.67     13.08   17.16    10.61    
  J212927.49+000158.45   322.36455  0.03273    0.83   10.85     0.134   0.093   0.069   0.0524   3       3.9     5.76        11.34    14.39   16.26    10.53    
  J213005.53-005721.04   322.52312  -0.95601   0.5    10.0      0.159   0.11    0.082   0.0508   4       8.47    7.06        20.02    30.68   46.26    10.73    
  J213050.25-005538.93   322.70923  -0.92764   0.36   0.0       0.179   0.124   0.092   0.0496   1       6.52    5.59        16.84    22.46   22.39    10.49    
  J213059.86-000002.12   322.74928  -6.0E-4    0.84   170.0     0.153   0.106   0.079   0.0301   5       5.08    3.9         12.38    18.54   16.77    10.02    
  J213241.76-000740.20   323.17401  -0.12777   0.55   95.0      0.127   0.088   0.065   0.05     3       12.56   10.35       27.18    34.62   49.4     10.97    
  J213500.39-003041.15   323.75175  -0.51155   0.84   10.0      0.126   0.087   0.065   0.0302   -5      5.33    5.62        11.74    20.52   31.79    10.67    
  J213529.12+001605.84   323.87147  0.26817    0.83   135.0     0.235   0.163   0.121   0.0705   -5      9.29    11.04       23.85    37.99   65.6     11.47    
  J213704.36-003459.73   324.26826  -0.5833    0.76   110.0     0.165   0.114   0.085   0.0509   3       7.31    5.71        15.0     25.59   23.59    10.29    
  J213741.44+005316.98   324.4228   0.88794    0.84   150.0     0.185   0.128   0.095   0.0409   1       5.86    6.27        14.37    18.02   24.58    10.75    
  J213936.32+005319.6    324.90134  0.88878    0.89   32.0      0.161   0.111   0.083   0.0152   -99     1.52    3.15        1.22     3.44    4.38     8.18     
  J214351.30-001917.05   325.96384  -0.32147   0.85   160.0     0.208   0.144   0.107   0.0267   -5      3.53    5.7         10.85    20.44   37.04    10.78    
  J214352.64-005857.97   325.96967  -0.98283   0.49   5.0       0.149   0.103   0.077   0.0504   6       7.23    6.8         16.64    21.11   21.0     10.21    
  J214444.7+011354.9     326.18628  1.23193    0.36   115.0     0.175   0.121   0.09    0.0148   -99     3.32    2.92        4.23     7.46    5.43     8.18     
  J215022.54+002305.03   327.59403  0.38463    0.9    155.0     0.337   0.233   0.173   0.0624   3       5.85    4.87        13.66    17.63   19.55    10.59    
  J215046.51+003614.3    327.69382  0.60397    0.69   91.0      0.337   0.233   0.173   0.0147   -99     3.2     3.54        3.09     6.93    5.57     8.4      
  J215118.08-005725.33   327.82545  -0.95714   0.68   4.0       0.355   0.245   0.182   0.0274   -3      4.12    5.17        15.16    22.32   36.5     10.82    
  J215222.49-011016.3    328.09371  -1.17121   0.85   168.0     0.491   0.34    0.252   0.0159   -99     1.0     1.44        1.81     2.92    2.56     8.14     
  J215240.39-005324.1    328.16831  -0.89004   0.46   51.0      0.478   0.331   0.246   0.0163   -99     3.57    2.78        3.98     9.16    5.74     8.46     
  J215418+005631.4       328.57501  0.94208    0.63   67.0      0.23    0.159   0.118   0.0099   -99     0.77    1.7         2.46     3.93    4.86     8.57     
  J215522.72-000053.46   328.84475  -0.0149    0.9    12.62     0.294   0.203   0.151   0.0267   -2      1.71    3.04        7.53     10.52   14.12    10.36    
  J215618.42-011023.5    329.07678  -1.17319   0.59   -18.07    0.455   0.315   0.234   0.0161   -99     6.23    5.19        10.57    16.77   15.2     9.63     
  J215709.34+003051.4    329.28896  0.5143     0.5    -95.82    0.156   0.108   0.08    0.0159   -99     1.12    1.76        1.24     2.46    2.4      7.57     
  J215824.98-004423.1    329.60411  -0.73977   0.63   125.0     0.284   0.197   0.146   0.0162   -99     6.03    5.51        8.96     13.36   13.23    9.45     
  J220150.08-004227.3    330.45871  -0.70759   0.67   110.0     0.234   0.162   0.12    0.0172   -99     0.87    2.04        2.42     4.33    4.5      8.47     
  J220208.1-003812.9     330.53379  -0.63692   0.36   114.0     0.24    0.166   0.123   0.0171   -99     1.83    2.06        2.5      4.41    2.83     7.49     
  J220315.99+003415.94   330.81677  0.571      0.81   20.0      0.197   0.136   0.101   0.0301   5       6.65    5.34        19.52    24.25   27.19    10.88    
  J220408.8-005532.1     331.03668  -0.92559   0.49   -49.68    0.267   0.185   0.137   0.0161   -99     2.43    3.03        3.39     5.57    7.0      8.6      
  J220425.31+004255.50   331.10555  0.71547    0.75   83.0      0.173   0.12    0.089   0.0426   -5      4.95    6.56        19.32    29.45   49.55    11.28    
  J220455.95-003551.5    331.23316  -0.59767   0.63   -11.09    0.297   0.206   0.153   0.0159   -99     1.72    1.9         2.76     4.85    5.7      8.8      
  J220458.74-002752.5    331.24477  -0.4646    0.39   142.0     0.278   0.192   0.143   0.0157   -99     2.38    3.0         3.17     5.25    5.02     8.16     
  J220542.12-003341.15   331.4257   -0.56132   0.71   125.0     0.341   0.236   0.175   0.0165   2       4.93    4.23        6.55     11.55   12.36    9.42     
  J220542.18-003340.8    331.42576  -0.56135   0.69   126.0     0.341   0.236   0.175   0.0165   -99     5.17    4.5         6.73     11.95   12.59    9.41     
  J220620.52+010715.72   331.5856   1.12082    0.77   45.0      0.167   0.115   0.086   0.0485   -5      10.57   12.16       27.17    43.3    87.54    11.5     
  J220638.46+011036.78   331.66037  1.17678    0.79   88.0      0.159   0.11    0.082   0.049    -5      5.26    6.88        17.49    26.5    59.05    11.21    
  J220713.82-003554.47   331.80772  -0.59858   0.91   60.0      0.339   0.234   0.174   0.0295   5       4.07    3.75        9.01     11.75   12.28    10.16    
  J220756.59+002212.53   331.98589  0.3701     1.0    90.0      0.222   0.154   0.114   0.0561   3       11.25   8.38        24.59    32.21   41.35    11.24    
  J220834.48+003041.8    332.14371  0.51163    0.44   1.0       0.186   0.129   0.096   0.0134   -99     2.64    3.02        7.58     9.86    10.66    9.7      
  J221028.80-000118.22   332.62019  -0.02191   0.54   55.0      0.205   0.142   0.105   0.0455   5       7.95    6.11        18.44    24.05   23.16    10.12    
  J221112.97-010137.27   332.80426  -1.02716   0.62   130.62    0.343   0.238   0.177   0.0338   5       4.94    4.71        11.34    14.05   15.14    9.92     
  J221152.92+000631.41   332.97055  0.10855    0.75   143.0     0.201   0.139   0.103   0.0333   3       8.22    6.34        17.95    24.12   33.09    10.87    
  J221159.27-001511.25   332.99703  -0.25319   0.81   32.0      0.238   0.164   0.122   0.0162   5       3.4     3.28        5.73     8.96    8.81     9.2      
  J221159.3-001511.5     332.99709  -0.25321   0.75   38.0      0.238   0.164   0.122   0.0162   -99     3.54    3.42        5.97     9.26    9.31     9.15     
  J221217.38+001605.51   333.07247  0.26809    0.67   56.0      0.205   0.142   0.105   0.0448   3       6.55    5.51        13.55    18.9    21.62    10.45    
  J221223.75-004745.37   333.09911  -0.79613   0.64   47.0      0.264   0.182   0.136   0.0338   5       7.61    6.31        13.69    17.03   17.36    9.96     
  J221251.20-010550.06   333.21348  -1.09732   0.54   116.0     0.307   0.212   0.158   0.0295   1       1.68    2.38        6.77     9.36    14.13    10.17    
  J221420.82+010107.36   333.58687  1.0186     0.62   150.0     0.147   0.101   0.075   0.0297   2       6.66    5.02        14.59    18.48   20.92    10.42    
  J221455.60+001629.58   333.73173  0.27475    0.84   123.0     0.2     0.139   0.103   0.0522   3       8.13    5.84        17.87    21.81   25.96    10.85    
  J221625.98-004006.6    334.10828  -0.66852   0.4    124.0     0.293   0.203   0.151   0.0159   -99     1.2     1.95        1.65     3.23    2.63     7.5      
  J221647.16-005006.79   334.19663  -0.83534   0.94   6.76      0.332   0.23    0.171   0.0616   -3      5.53    7.58        16.41    26.21   46.87    11.37    
  J221926.27+005541.56   334.85958  0.92811    0.67   109.0     0.243   0.168   0.125   0.0565   3       5.68    6.49        13.99    19.85   23.46    10.34    
  J222507.87-004606      336.28283  -0.76834   0.74   154.0     0.216   0.149   0.111   0.016    -99     0.65    1.37        1.3      2.14    2.43     7.82     
  J222614.63+004004.05   336.56091  0.66761    0.75   150.0     0.215   0.149   0.111   0.0364   -5      4.64    6.83        18.01    27.11   38.95    11.01    
  J222704.24+004517.50   336.76781  0.75475    0.62   135.0     0.205   0.142   0.106   0.0579   -5      8.53    9.32        22.91    36.41   82.15    11.43    
  J222708.18+003330.2    336.78418  0.55834    0.97   94.0      0.196   0.136   0.101   0.0135   -99     0.24    0.71        0.44     1.12    1.2      7.23     
  J222708.42-004337.85   336.78519  -0.72727   0.49   72.0      0.23    0.159   0.118   0.0568   0       9.55    8.72        25.71    31.93   45.47    11.01    
  J222721.90-010942.28   336.84136  -1.16204   0.52   157.0     0.2     0.139   0.103   0.0592   2       9.92    7.2         20.67    26.5    32.22    10.68    
  J222812.65+003235.53   337.05286  0.54309    0.86   30.0      0.205   0.142   0.105   0.0584   -5      13.04   14.05       29.94    49.55   86.74    11.71    
  J222830.28+004132.2    337.12618  0.6923     0.43   176.0     0.206   0.142   0.106   0.015    -99     1.9     2.23        1.75     3.71    2.78     7.62     
  J222857.71-005350.92   337.24057  -0.89757   0.61   79.0      0.2     0.138   0.103   0.0587   3       7.23    6.67        17.9     22.21   25.5     10.65    
  J222904.69-011105.69   337.26967  -1.18502   0.62   120.0     0.227   0.157   0.116   0.0391   -2      8.0     8.2         22.76    33.84   62.22    11.32    
  J223013.21+001342.24   337.55511  0.22837    0.84   -42.29    0.225   0.156   0.116   0.0548   4       5.72    7.34        13.32    17.27   22.35    10.44    
  J223057.16-011036.28   337.73829  -1.17685   0.84   170.0     0.217   0.15    0.112   0.0584   -2      6.97    7.6         19.79    30.99   52.18    11.34    
  J223128.82+011053.70   337.87014  1.18151    0.38   133.0     0.286   0.198   0.147   0.0367   5       7.66    5.69        15.64    20.28   20.94    10.24    
  J223207.25+000213.46   338.03023  0.03701    0.67   93.0      0.222   0.154   0.114   0.0389   4       9.5     5.94        22.73    31.16   32.91    10.78    
  J223235.08-011401.1    338.14619  -1.23366   0.7    22.0      0.241   0.167   0.124   0.016    -99     1.58    2.53        0.0      2.46    2.7      7.66     
  J223318.25+002831.64   338.32605  0.47531    0.94   35.0      0.264   0.183   0.136   0.0552   0       5.08    6.79        15.33    21.9    26.6     10.87    
  J223342.75-004025.8    338.42815  -0.67385   0.73   57.0      0.183   0.127   0.094   0.0155   -99     1.58    1.85        1.25     3.06    2.79     7.75     
  J223521.91+011219.75   338.8414   1.20536    0.8    27.0      0.28    0.194   0.144   0.0585   -5      7.02    10.39       22.65    37.3    72.18    11.52    
  J223525.4-002846.1     338.85586  -0.47949   0.46   138.0     0.168   0.116   0.086   0.0154   -99     1.15    1.35        1.57     2.7     2.12     7.46     
  J223617.14+011238.02   339.07145  1.2104     0.55   30.0      0.261   0.181   0.134   0.0874   -5      13.84   17.01       38.09    60.15   126.91   11.83    
  J223723.23-010130.8    339.34683  -1.02522   0.83   -107.8    0.154   0.107   0.079   0.0161   -99     5.72    4.92        5.62     12.51   11.62    9.29     
  J223732.58+010900.73   339.38589  1.15008    0.87   48.0      0.255   0.176   0.131   0.0587   -5      11.77   12.88       22.63    40.77   83.15    11.42    
  J223848.13+000816.81   339.70056  0.13798    0.82   63.0      0.199   0.138   0.102   0.0597   2       7.76    6.48        14.88    24.82   25.54    10.52    
  J223916.11-005935.14   339.81719  -0.99331   0.81   90.0      0.159   0.11    0.082   0.0521   -5      6.46    9.56        16.53    27.2    52.45    11.15    
  J223936.24-004128.75   339.90119  -0.69148   0.66   -94.44    0.168   0.116   0.086   0.0528   4       9.12    6.94        19.92    26.76   29.11    10.67    
  J223954.96-005918.97   339.97906  -0.98878   0.74   16.0      0.168   0.116   0.086   0.0531   -5      14.38   14.95       24.33    43.23   75.12    11.37    
  J224016.39-002010.05   340.06843  -0.33624   0.59   145.0     0.174   0.121   0.09    0.0567   5       9.62    10.58       15.96    30.36   32.9     10.18    
  J224034.95-004400.36   340.14571  -0.7336    0.85   120.0     0.179   0.124   0.092   0.0538   -3      4.15    6.11        15.4     23.94   40.13    11.17    
  J224114.29-003710.2    340.30958  -0.6195    0.53   116.0     0.189   0.131   0.097   0.0059   -99     1.18    2.07        1.99     3.61    3.9      8.07     
  J224133.88+002403.4    340.3912   0.40095    0.77   -87.08    0.229   0.159   0.118   0.0059   -99     4.84    4.45        4.75     10.37   9.74     9.06     
  J224229.89-002334.47   340.62476  -0.393     0.7    95.0      0.206   0.143   0.106   0.0527   3       7.97    7.94        16.21    22.53   25.49    10.5     
  J224303.60-000836.84   340.76526  -0.14382   0.65   40.0      0.212   0.147   0.109   0.0553   -2      4.65    6.01        16.57    25.56   43.63    11.14    
  J224315.19-000758.75   340.81344  -0.1331    0.84   108.0     0.212   0.147   0.109   0.0557   3       5.82    5.47        13.09    18.31   19.43    10.55    
  J224352.17-002301      340.9674   -0.38363   0.73   106.0     0.207   0.143   0.106   0.0097   -99     0.8     1.19        1.54     2.48    2.53     7.96     
  J224356.96+010001.76   340.98742  1.00019    0.77   -8.79     0.261   0.181   0.134   0.0581   -5      9.03    13.04       20.94    35.25   88.65    11.39    
  J224423.73-005304.00   341.09897  -0.88453   0.72   102.4     0.195   0.135   0.1     0.0605   -5      3.42    5.63        13.38    19.13   29.79    11.09    
  J224424.36-000943.57   341.10159  -0.16214   0.68   150.0     0.213   0.148   0.11    0.0162   3       5.15    4.79        17.01    27.7    45.1     10.83    
  J224446.86-000513.6    341.19528  -0.08713   0.42   -80.01    0.216   0.149   0.111   0.0167   -99     1.59    2.2         2.84     4.86    5.16     8.36     
  J224544.74+010527.87   341.43647  1.09086    0.91   140.0     0.274   0.189   0.141   0.058    -5      7.49    9.73        20.96    34.54   64.19    11.43    
  J224624.12+004624.53   341.60072  0.77353    0.56   32.0      0.265   0.183   0.136   0.0489   -5      6.98    8.5         20.58    33.81   68.53    11.19    
  J224737.08+002305.93   341.90464  0.38484    0.63   20.0      0.322   0.223   0.165   0.0361   -5      3.8     4.81        11.47    19.07   28.29    10.54    
  J224803.23+000653.8    342.01348  0.11497    0.87   140.0     0.328   0.227   0.169   0.0163   -99     3.14    3.09        3.21     6.34    6.84     8.84     
  J224934.68+001028      342.39453  0.17445    0.3    145.0     0.371   0.257   0.191   0.0166   -99     2.61    3.2         4.32     7.09    6.04     8.04     
  J224947.43+010129.7    342.44765  1.02493    0.6    28.0      0.312   0.216   0.16    0.0159   -99     1.74    1.73        2.84     4.57    4.14     8.44     
  J225143.15+002455.01   342.92989  0.41523    0.43   -65.04    0.33    0.228   0.17    0.026    0       4.82    5.27        16.02    20.57   25.4     10.53    
  J225245.28+010501.4    343.18869  1.08374    0.8    130.0     0.262   0.181   0.135   0.0167   -99     2.13    2.45        1.68     3.86    5.1      8.53     
  J225246.70+010758.06   343.19481  1.1327     0.74   64.58     0.257   0.177   0.132   0.0157   1       2.55    2.6         7.57     9.53    12.28    10.28    
  J225249.27+011203.98   343.2054   1.20124    0.66   -13.82    0.24    0.166   0.123   0.0157   1       4.83    2.76        12.38    17.72   17.43    10.37    
  J225258.56+010833.49   343.24407  1.14269    0.69   173.0     0.237   0.164   0.122   0.0164   6       3.96    4.72        8.29     12.56   14.41    9.6      
  J225259.37+002659.32   343.24744  0.44975    0.57   135.0     0.292   0.202   0.15    0.0521   1       7.39    6.44        16.78    21.51   28.11    10.57    
  J225304.86+002429.31   343.27035  0.40809    0.7    147.0     0.282   0.195   0.145   0.0537   -5      9.07    10.83       22.4     37.4    80.65    11.32    
  J225426.53+011308.02   343.61063  1.21883    0.92   45.0      0.317   0.219   0.163   0.0666   2       6.23    9.75        20.52    30.31   57.81    11.25    
  J225650.81-005033      344.21173  -0.84253   0.43   64.0      0.206   0.143   0.106   0.0105   -99     1.25    1.78        1.77     3.08    3.0      7.73     
  J225701.48-005457      344.2562   -0.91585   0.66   105.0     0.203   0.14    0.104   0.0098   -99     0.38    0.56        0.58     0.99    0.95     7.04     
  J225702.48-010140.72   344.2604   -1.02819   0.9    170.0     0.204   0.141   0.105   0.0791   -5      9.28    10.38       24.02    37.02   62.56    11.6     
  J225804.49-002744.5    344.51873  -0.46236   0.85   115.0     0.155   0.107   0.079   0.0162   -99     2.33    2.7         3.38     6.14    6.3      8.72     
  J225821.45-011102.18   344.58944  -1.18398   0.64   178.0     0.188   0.13    0.097   0.0266   -3      3.83    4.07        14.45    22.78   29.12    10.92    
  J225852.40-004255.61   344.71845  -0.71566   0.81   75.66     0.173   0.12    0.089   0.0456   2       3.92    4.22        10.96    18.49   17.7     10.43    
  J225906.17-001746.55   344.77584  -0.29638   0.96   -52.67    0.162   0.112   0.083   0.0446   3       5.2     5.53        11.26    16.02   15.98    10.44    
  J230253.25+010739.19   345.72197  1.12744    0.53   63.0      0.177   0.122   0.091   0.0259   1       3.52    2.98        11.0     15.37   13.97    10.07    
  J230404.17+004650.2    346.01739  0.78061    0.69   144.0     0.163   0.113   0.084   0.0164   -99     2.06    2.03        4.16     5.97    6.2      9.18     
  J230541.59+001736.37   346.42336  0.29344    0.93   189.47    0.147   0.101   0.075   0.0539   3       7.83    6.98        17.53    22.49   29.03    11.08    
  J230605.11+005731.93   346.52139  0.95865    0.86   50.0      0.173   0.12    0.089   0.0607   -3      3.94    6.24        14.76    23.08   39.79    11.12    
  J230631.72+001020.74   346.6311   0.17109    0.59   129.0     0.131   0.091   0.067   0.0249   6       8.15    7.64        16.1     20.16   22.42    10.13    
  J230641.33-005106.68   346.67227  -0.8519    0.67   72.0      0.167   0.116   0.086   0.0548   3       10.91   10.61       26.86    38.78   55.43    11.13    
  J230809.22+001033.58   347.03868  0.17589    0.94   140.0     0.15    0.104   0.077   0.0713   -5      6.68    9.47        19.11    29.36   64.07    11.5     
  J230902.85+001601.12   347.26199  0.267      0.41   132.62    0.149   0.103   0.077   0.0325   3       4.21    5.09        10.99    18.79   19.77    9.75     
  J230909.07-005218.14   347.28784  -0.87178   0.76   35.0      0.133   0.092   0.069   0.0267   2       2.53    2.95        6.35     10.75   10.76    9.65     
  J230918.11-005545.1    347.3255   -0.92921   0.63   36.86     0.133   0.092   0.068   0.0123   -99     1.09    1.44        1.89     3.68    2.72     7.92     
  J230920.26+004523.39   347.33456  0.75638    0.99   0.0       0.132   0.092   0.068   0.0324   3       8.61    5.92        19.0     25.25   28.45    11.03    
