# Post-processed data from Mosleh et al. 2020.
# Galaxies are selected in this file from the paper,
# with "Method 1" being preferred over "Method 2".
# Only galaxies with reliable efforts for either of
# those have been inclued, with around a 15%
# drop rate. These columns correspond to z, 10**logM*, 
# rM{I,II}, e_rM{I,II}, and a separate column provided
# to tell us if the galaxies were star forming or not.
# Data postprocessing by Josh Borrow on 20 Jan 2021.
# Column [],Redshift [],Stellar Mass [Solar_Mass],Half-Mass Radius [kpc],Half-Mass Radius Error [kpc],Star Forming []
530,0.91,33113112148.259075,0.751,0.047,0
531,1.1,123026877081.23811,6.379,0.05,0
532,0.76,6606934480.075964,0.885,0.044,1
533,1.0,33113112148.259075,1.972,0.048,1
534,0.67,14791083881.682072,2.234,0.042,1
535,1.29,31622776601.683792,2.061,0.05,1
536,0.75,17378008287.493763,1.718,0.044,1
537,0.98,26915348039.26914,14.308,0.07,1
538,0.55,8317637711.026709,1.771,0.038,1
539,1.29,11748975549.395304,6.62,1.905,1
540,1.14,26915348039.26914,0.938,0.049,0
541,1.17,9549925860.214369,1.488,0.05,1
542,0.9,7585775750.291851,1.45,0.047,0
543,0.69,7585775750.291851,0.555,0.043,0
544,0.36,46773514128.71981,1.873,0.03,1
545,0.35,21379620895.022324,1.602,0.03,0
546,1.16,15488166189.124796,2.576,0.05,1
547,1.01,12589254117.941662,1.735,0.048,1
548,1.06,67608297539.19819,2.289,0.049,1
549,0.75,10232929922.807537,1.718,0.044,1
550,0.58,56234132519.034904,2.884,0.04,0
551,0.72,10232929922.807537,0.564,0.043,1
552,0.35,95499258602.14369,6.377,0.047,0
553,0.65,346736850452.53094,3.037,0.042,1
554,0.35,19952623149.688828,2.907,0.03,1
555,1.04,19498445997.580414,0.97,0.049,1
556,1.25,26915348039.26914,2.153,0.05,1
557,1.24,7762471166.286927,7.253,0.376,1
558,0.51,25118864315.09582,2.481,0.037,1
559,1.17,66069344800.75964,1.786,0.05,0
560,0.84,10715193052.376049,2.382,0.051,1
561,1.29,30902954325.13592,1.156,0.05,1
562,1.01,6606934480.075964,1.494,0.059,1
563,0.6,7244359600.749891,6.101,0.176,1
564,0.42,26915348039.26914,1.063,0.033,0
565,1.16,30902954325.13592,1.238,0.057,0
566,0.75,13182567385.564047,3.304,0.044,1
567,1.17,11481536214.968842,3.522,0.05,1
568,0.81,117489755493.95303,1.63,0.045,1
569,1.23,26915348039.26914,2.199,0.067,0
570,1.0,8317637711.026709,2.404,0.048,1
571,0.66,45708818961.48752,1.34,0.042,0
572,1.05,41686938347.03346,1.653,0.049,1
573,1.01,11481536214.968842,2.072,0.048,1
574,1.24,13182567385.564047,4.902,0.054,1
575,1.15,30199517204.02019,1.484,0.049,0
576,0.59,6456542290.346562,2.111,0.04,0
577,0.69,67608297539.19819,2.645,0.043,1
578,1.02,9332543007.969925,10.482,0.771,1
579,1.18,10715193052.376049,1.639,0.05,1
580,1.08,15848931924.611109,0.978,0.049,1
581,0.79,9549925860.214369,1.436,0.045,1
582,0.56,10000000000.0,1.592,0.039,1
583,1.25,100000000000.0,3.655,0.05,0
584,0.95,36307805477.01018,1.662,0.047,0
585,0.97,7762471166.286927,2.052,0.048,1
586,1.02,22387211385.683376,2.029,0.048,1
587,1.2,12022644346.174131,2.291,0.05,1
588,0.37,16982436524.61746,1.383,0.031,1
589,0.32,7079457843.841373,3.941,0.028,1
590,0.66,26915348039.26914,1.298,0.042,0
591,1.22,12882495516.931322,4.842,0.172,1
592,0.91,6760829753.919819,2.581,0.047,1
593,1.09,7413102413.009162,2.155,0.049,1
594,0.93,13182567385.564047,2.36,0.047,1
595,0.94,102329299228.07536,3.361,0.047,1
596,1.01,19054607179.632442,2.988,0.048,1
597,0.89,38018939632.05613,1.399,0.047,0
598,0.88,10964781961.43183,1.998,0.046,1
599,0.84,6760829753.919819,1.832,0.046,1
600,1.15,25703957827.68865,2.671,0.483,0
601,1.2,43651583224.016655,0.847,0.05,0
602,1.17,11481536214.968842,1.141,0.05,0
603,1.19,10000000000.0,3.531,0.05,1
604,1.0,19498445997.580414,1.25,0.048,1
605,1.19,33113112148.259075,2.387,0.05,1
606,0.4,10000000000.0,2.129,0.032,1
607,1.13,20417379446.695316,2.219,0.049,1
608,0.69,35481338923.357605,1.792,0.043,0
609,1.2,12882495516.931322,3.31,0.242,1
610,0.83,22387211385.683376,2.236,0.046,1
611,1.12,81283051616.40996,2.019,0.049,0
612,1.05,95499258602.14369,2.188,0.049,1
613,1.2,18197008586.099827,11.901,0.656,1
614,0.68,26302679918.953815,1.442,0.042,0
615,1.01,7762471166.286927,1.398,0.048,1
616,1.17,9772372209.558111,3.522,0.05,1
617,1.16,6606934480.075964,1.783,0.099,1
618,0.84,16218100973.58933,3.573,0.065,1
619,1.06,13182567385.564047,6.527,0.167,1
620,1.16,11220184543.019653,5.003,0.225,1
621,1.0,36307805477.01018,2.068,0.048,1
622,0.47,36307805477.01018,1.666,0.035,1
623,1.03,8709635899.560797,1.888,0.048,1
624,0.79,12882495516.931322,1.93,0.047,1
625,0.58,42657951880.15934,3.081,0.04,1
626,0.83,9549925860.214369,2.191,0.046,1
627,1.21,9332543007.969925,3.191,0.083,1
628,0.68,10964781961.43183,4.368,0.056,1
629,1.07,11748975549.395304,2.05,0.08,1
630,1.28,22387211385.683376,3.967,0.109,1
631,1.16,79432823472.42822,1.486,0.05,1
632,0.37,10964781961.43183,0.676,0.031,0
633,1.28,8511380382.023759,3.113,0.187,1
634,0.72,8912509381.33744,3.991,0.043,1
635,0.77,64565422903.46562,1.646,0.044,0
636,1.18,19054607179.632442,1.738,0.067,1
637,0.62,102329299228.07536,3.545,0.041,1
638,0.47,16982436524.61746,1.736,0.035,1
639,0.34,26302679918.953815,3.201,0.046,1
640,1.04,9120108393.559114,1.213,0.049,1
641,0.54,6456542290.346562,3.814,0.082,1
642,0.87,30902954325.13592,2.871,0.046,1
643,0.85,26915348039.26914,1.058,0.046,1
644,1.17,10964781961.43183,3.026,0.054,1
645,0.81,6456542290.346562,1.811,0.045,1
646,0.71,6309573444.801943,1.898,0.043,1
647,0.57,43651583224.016655,2.703,0.039,1
648,1.19,52480746024.97734,1.393,0.05,1
649,1.12,138038426460.28867,1.329,0.049,0
650,1.08,6309573444.801943,1.956,0.049,1
651,0.68,141253754462.27554,12.424,0.134,1
652,1.11,53703179637.02533,3.834,0.049,1
653,0.65,19498445997.580414,2.496,0.042,0
654,1.17,7244359600.749891,2.53,0.05,1
655,0.91,74131024130.09161,1.924,0.047,0
656,1.11,16218100973.58933,5.309,0.21,0
657,1.23,9772372209.558111,5.397,0.187,1
658,0.99,21877616239.495518,1.247,0.048,1
659,1.24,30199517204.02019,2.151,0.05,1
660,0.64,57543993733.71567,3.554,0.041,1
661,0.91,25118864315.09582,1.924,0.047,1
662,0.71,46773514128.71981,1.381,0.043,0
663,0.71,24547089156.850334,3.495,0.043,1
664,1.04,42657951880.15934,3.784,0.049,1
665,0.76,14454397707.45928,3.453,0.044,1
666,1.14,19952623149.688828,3.161,0.049,1
667,1.19,6456542290.346562,4.526,0.201,1
668,0.95,10715193052.376049,0.76,0.047,1
669,0.74,33884415613.920204,1.534,0.044,1
670,1.19,10964781961.43183,1.591,0.05,1
671,1.08,10964781961.43183,2.885,0.049,1
672,1.0,7244359600.749891,2.741,0.048,1
673,0.82,16218100973.58933,2.046,0.045,1
674,0.76,9772372209.558111,3.586,0.135,1
675,1.23,26302679918.953815,1.199,0.05,1
676,0.63,17782794100.38923,5.664,0.02,1
677,0.95,6456542290.346562,3.988,0.087,1
678,1.27,165958690743.75632,1.254,0.05,1
679,0.34,10000000000.0,0.931,0.029,0
680,0.28,13182567385.564047,4.179,0.025,1
681,0.81,11481536214.968842,0.543,0.045,1
682,0.42,22908676527.6777,0.997,0.033,1
683,0.97,26302679918.953815,1.05,0.048,1
684,0.99,23988329190.194946,2.207,0.048,1
685,0.85,41686938347.03346,1.104,0.046,0
686,1.22,38018939632.05613,5.54,0.156,1
687,1.17,120226443461.74132,3.423,0.05,1
688,0.97,11220184543.019653,2.912,0.048,1
689,1.19,9772372209.558111,1.691,0.05,1
690,1.15,26302679918.953815,1.336,0.049,1
691,1.05,13182567385.564047,1.118,0.049,1
692,0.84,15848931924.611109,0.962,0.046,1
693,1.29,47863009232.2638,5.629,0.096,0
694,0.46,10964781961.43183,4.975,0.024,1
695,0.9,17378008287.493763,8.186,0.351,1
696,1.21,23988329190.194946,2.892,0.12,0
697,1.28,7244359600.749891,2.862,0.05,1
698,1.13,8511380382.023759,5.819,0.111,1
699,0.75,11220184543.019653,3.393,0.044,1
700,0.34,19054607179.632442,1.688,0.029,1
701,0.74,8511380382.023759,1.797,0.044,1
702,1.23,70794578438.41373,1.649,0.05,1
703,1.03,107151930523.76048,2.033,0.048,0
704,0.86,8317637711.026709,1.8,0.046,1
705,0.88,58884365535.55884,2.277,0.046,0
706,1.0,35481338923.357605,1.154,0.048,1
707,1.16,19952623149.688828,6.687,0.381,1
708,0.53,6918309709.189363,2.909,0.056,1
709,0.96,19952623149.688828,1.476,0.048,1
710,0.75,64565422903.46562,0.573,0.044,0
711,0.75,33884415613.920204,0.837,0.044,0
712,1.03,104712854805.08984,2.372,0.048,0
713,0.88,11748975549.395304,1.069,0.046,1
714,0.83,66069344800.75964,1.141,0.046,1
715,1.14,19054607179.632442,3.112,0.316,0
716,1.22,10964781961.43183,3.762,0.087,1
717,0.99,17782794100.38923,2.83,0.048,1
718,1.2,10715193052.376049,2.091,0.16,1
719,1.11,15848931924.611109,2.704,0.049,1
720,0.94,21877616239.495518,1.941,0.083,1
721,0.84,6760829753.919819,3.573,0.066,1
722,0.74,25703957827.68865,1.403,0.044,1
723,0.75,18620871366.628654,2.423,0.044,1
724,0.75,64565422903.46562,1.674,0.044,0
725,1.25,83176377110.26709,1.001,0.05,0
726,0.96,13803842646.028866,2.38,0.048,1
727,0.8,7943282347.242822,1.172,0.045,1
728,0.77,30199517204.02019,3.425,0.044,1
729,0.95,72443596007.49892,3.086,0.052,1
730,1.06,8912509381.33744,2.289,0.049,1
731,1.2,6456542290.346562,5.428,0.763,1
732,1.02,14791083881.682072,0.29,0.048,0
733,1.02,70794578438.41373,2.512,0.048,1
734,0.93,35481338923.357605,1.652,0.047,1
735,1.16,28840315031.266117,0.594,0.05,0
736,1.24,35481338923.357605,0.85,0.05,0
737,1.24,8912509381.33744,5.002,0.329,1
738,1.16,10232929922.807537,10.699,0.548,1
739,0.91,37153522909.71728,2.956,0.047,1
740,0.76,47863009232.2638,1.284,0.044,1
741,1.23,7762471166.286927,1.999,0.105,1
742,0.76,7585775750.291851,2.081,0.044,1
743,0.44,81283051616.40996,4.848,0.055,1
744,0.98,19952623149.688828,1.388,0.048,1
745,1.06,9120108393.559114,0.779,0.049,1
746,0.96,11481536214.968842,1.143,0.048,1
747,0.55,83176377110.26709,3.811,0.038,0
748,1.11,12022644346.174131,1.081,0.049,0
749,1.07,8709635899.560797,2.928,0.049,1
750,1.26,81283051616.40996,1.053,0.05,1
751,1.16,58884365535.55884,1.387,0.05,1
752,1.2,48977881936.84457,1.494,0.05,0
753,0.46,97723722095.58112,9.874,0.115,0
754,0.5,9332543007.969925,1.833,0.037,1
755,0.54,6456542290.346562,1.678,0.038,1
756,1.21,11748975549.395304,1.296,0.05,1
757,1.27,48977881936.84457,0.837,0.032,1
758,1.0,17378008287.493763,2.933,0.048,1
759,0.64,27542287033.381634,1.86,0.041,1
760,0.92,31622776601.683792,0.518,0.047,0
761,1.09,30902954325.13592,2.253,0.049,0
762,0.98,11220184543.019653,1.196,0.048,1
763,0.83,22387211385.683376,1.172,0.002,1
764,0.84,6760829753.919819,2.932,0.071,1
765,1.17,7943282347.242822,2.927,0.088,1
766,0.66,13489628825.916561,1.633,0.042,0
767,1.01,15135612484.362072,2.121,0.048,1
768,0.73,6918309709.189363,1.483,0.044,1
769,0.42,7413102413.009162,2.458,0.033,1
770,1.23,17782794100.38923,6.846,0.08,1
771,0.93,123026877081.23811,2.833,0.047,0
772,0.77,8709635899.560797,3.203,0.044,1
773,0.3,10471285480.508986,2.059,0.027,1
774,0.78,13803842646.028866,0.536,0.045,0
775,0.85,10471285480.508986,1.471,0.046,1
776,1.2,21379620895.022324,0.398,0.05,0
777,0.91,83176377110.26709,1.689,0.047,1
778,1.24,52480746024.97734,7.453,0.06,1
779,0.64,28183829312.644493,0.827,0.041,0
780,0.99,23442288153.19918,0.528,0.048,1
781,0.28,20892961308.54041,2.65,0.025,0
782,1.05,6309573444.801943,1.945,0.049,1
783,1.12,77624711662.86928,2.757,0.049,1
784,1.17,41686938347.03346,2.48,0.116,0
785,1.15,9332543007.969925,10.189,0.998,1
786,1.28,10471285480.508986,1.657,0.05,1
787,0.86,7585775750.291851,1.292,0.046,1
788,1.04,8317637711.026709,6.501,0.232,1
789,1.17,14125375446.227554,2.927,0.05,1
790,0.72,21877616239.495518,0.39,0.043,1
791,0.89,12302687708.123812,1.492,0.047,1
792,0.87,46773514128.71981,3.89,0.046,1
793,0.93,114815362149.6884,5.382,0.047,1
794,0.9,12882495516.931322,1.169,0.047,1
795,1.22,29512092266.663902,4.292,0.102,1
796,1.26,34673685045.2531,1.454,0.05,1
797,1.24,9549925860.214369,2.151,0.058,1
798,1.11,12302687708.123812,0.688,0.049,1
799,1.28,8912509381.33744,1.808,0.05,1
800,0.83,12589254117.941662,2.236,0.046,1
801,0.97,16218100973.58933,3.055,0.048,1
802,1.16,7585775750.291851,2.13,0.072,1
803,1.15,97723722095.58112,4.897,0.049,1
804,0.71,7585775750.291851,1.64,0.043,1
805,1.26,81283051616.40996,1.253,0.05,0
806,0.81,7079457843.841373,1.313,0.045,1
807,0.71,40738027780.41122,0.906,0.043,0
808,0.78,32359365692.96281,1.251,0.045,1
809,1.28,6606934480.075964,5.072,0.305,1
810,0.75,43651583224.016655,1.762,0.044,1
811,0.75,22908676527.6777,3.569,0.044,1
812,0.6,13489628825.916561,2.81,0.052,0
813,1.18,54954087385.76248,0.795,0.05,1
814,1.18,26915348039.26914,3.278,0.054,1
815,0.94,19498445997.580414,10.7,0.552,1
816,1.17,13489628825.916561,2.083,0.05,1
817,1.18,15848931924.611109,3.676,0.105,1
818,1.18,11481536214.968842,3.03,0.05,1
819,0.98,154881661891.24796,5.455,0.104,0
820,0.66,42657951880.15934,4.02,0.053,1
821,1.14,22387211385.683376,0.938,0.049,0
822,0.99,23442288153.19918,2.59,0.048,1
823,0.71,32359365692.96281,4.401,0.088,1
824,1.14,26915348039.26914,4.643,0.068,1
825,1.0,53703179637.02533,1.058,0.048,1
826,0.98,60255958607.435684,3.015,0.048,1
827,1.23,8709635899.560797,1.999,0.05,1
828,1.09,13489628825.916561,1.323,0.183,1
829,1.26,53703179637.02533,1.153,0.05,1
830,0.95,24547089156.850334,6.077,0.12,1
831,1.25,34673685045.2531,2.103,0.05,0
832,0.4,6456542290.346562,2.581,0.032,1
833,0.65,45708818961.48752,0.79,0.042,0
834,1.11,13182567385.564047,13.075,0.514,1
835,1.01,79432823472.42822,0.964,0.048,0
836,0.99,10715193052.376049,4.146,0.106,1
837,0.73,35481338923.357605,1.483,0.044,1
838,1.11,48977881936.84457,2.556,0.049,1
839,1.25,18620871366.628654,2.904,0.415,1
840,1.21,69183097091.89363,1.944,0.05,0
841,0.9,7244359600.749891,2.199,0.047,1
842,0.37,41686938347.03346,1.106,0.031,1
843,0.77,19054607179.632442,2.002,0.044,1
844,0.55,53703179637.02533,2.81,0.038,1
845,0.81,87096358995.60797,1.675,0.045,0
846,0.2,11481536214.968842,2.041,0.02,1
847,0.53,8511380382.023759,5.743,0.038,1
848,0.79,48977881936.84457,5.297,0.052,1
849,0.89,14454397707.45928,0.793,0.047,1
850,0.86,19498445997.580414,0.6,0.046,0
851,0.78,64565422903.46562,4.156,0.049,1
852,1.12,190546071796.32443,6.795,0.073,1
853,0.74,64565422903.46562,1.578,0.044,0
854,0.67,23988329190.194946,0.759,0.042,0
855,0.81,79432823472.42822,0.815,0.045,0
856,0.43,33884415613.920204,1.516,0.034,1
857,0.33,22387211385.683376,1.969,0.029,0
858,0.42,15135612484.362072,2.857,0.033,1
859,1.13,14791083881.682072,11.737,1.235,1
860,1.22,147910838816.8207,3.743,0.05,1
861,0.94,16595869074.375631,1.042,0.047,1
862,0.79,120226443461.74132,2.02,0.045,0
863,0.26,33113112148.259075,6.209,0.106,1
864,1.01,11220184543.019653,2.169,0.048,1
865,0.69,14454397707.45928,1.664,0.043,1
866,0.38,14125375446.227554,4.454,0.015,1
867,0.99,27542287033.381634,3.838,0.048,0
868,0.74,13489628825.916561,0.745,0.044,0
869,1.08,26302679918.953815,1.32,0.049,1
870,1.18,77624711662.86928,2.98,0.05,1
871,0.67,31622776601.683792,0.927,0.042,0
872,0.74,34673685045.2531,1.14,0.044,1
873,1.17,29512092266.663902,2.282,0.05,1
874,0.81,66069344800.75964,0.724,0.045,0
875,0.73,28840315031.266117,4.536,0.082,1
876,1.23,40738027780.41122,0.75,0.05,0
877,1.2,87096358995.60797,4.332,0.073,1
878,1.13,45708818961.48752,1.184,0.049,1
879,0.98,34673685045.2531,2.01,0.048,1
880,1.18,61659500186.148094,7.388,0.395,1
881,0.89,40738027780.41122,0.606,0.047,0
882,0.7,83176377110.26709,2.102,0.043,0
883,0.74,125892541179.41661,3.814,0.05,0
884,1.07,19952623149.688828,0.586,0.049,1
885,0.74,27542287033.381634,1.184,0.044,1
886,0.75,28840315031.266117,1.674,0.044,0
887,1.17,47863009232.2638,2.381,0.05,1
888,1.13,58884365535.55884,1.43,0.049,0
889,0.82,112201845430.19653,3.636,0.045,1
890,1.21,14125375446.227554,3.988,0.084,1
891,1.16,38904514499.42805,1.337,0.05,0
892,1.18,15488166189.124796,5.442,0.095,1
893,1.13,25703957827.68865,1.093,0.008,0
894,1.11,12022644346.174131,2.015,0.049,1
895,1.16,30902954325.13592,2.526,0.235,1
896,1.06,20892961308.54041,2.971,0.049,1
897,1.22,7585775750.291851,1.947,0.05,1
898,1.27,8709635899.560797,7.752,1.253,1
899,0.44,12589254117.941662,1.434,0.034,0
900,1.11,50118723362.72715,1.278,0.049,0
901,0.83,134896288259.1656,2.054,0.046,1
902,0.57,12589254117.941662,2.977,0.039,0
903,1.18,91201083935.59116,2.086,0.05,0
904,0.79,10715193052.376049,12.748,0.553,1
905,0.28,18197008586.099827,5.744,0.02,1
906,1.26,23988329190.194946,1.554,0.054,0
907,0.3,13182567385.564047,0.776,0.027,0
908,1.03,26302679918.953815,0.484,0.048,1
909,1.09,56234132519.034904,1.421,0.049,0
910,1.18,16218100973.58933,6.556,0.106,1
911,0.54,21877616239.495518,0.992,0.038,0
912,0.6,16595869074.375631,4.937,0.04,1
913,0.76,45708818961.48752,3.276,0.059,1
914,1.13,20892961308.54041,6.437,0.167,1
915,0.84,7079457843.841373,4.123,0.086,1
916,0.99,66069344800.75964,1.487,0.048,0
917,1.01,25703957827.68865,1.012,0.048,0
918,1.06,19054607179.632442,1.169,0.049,1
919,0.98,19952623149.688828,2.297,0.048,1
920,1.0,26915348039.26914,1.685,0.032,1
921,0.69,18197008586.099827,2.048,0.043,1
922,0.79,16218100973.58933,2.289,0.045,1
923,1.17,15488166189.124796,4.861,0.203,1
924,1.25,20892961308.54041,2.504,0.144,1
925,1.07,10232929922.807537,0.683,0.049,0
926,0.68,58884365535.55884,0.89,0.042,0
927,0.78,7079457843.841373,1.787,0.045,1
928,1.17,16982436524.61746,1.935,0.05,1
929,0.78,12302687708.123812,3.128,0.045,0
930,0.74,74131024130.09161,0.877,0.044,0
931,1.12,10964781961.43183,7.681,0.317,1
932,1.11,14791083881.682072,1.229,0.049,1
933,0.55,93325430079.69925,5.774,0.07,1
934,1.1,13489628825.916561,4.318,0.29,0
935,0.78,91201083935.59116,4.424,0.083,0
936,0.69,10715193052.376049,0.768,0.043,1
937,1.01,89125093813.3744,2.313,0.076,1
938,0.26,23988329190.194946,4.905,0.073,1
939,0.71,11481536214.968842,1.812,0.043,1
940,0.68,10232929922.807537,1.314,0.042,0
941,0.98,7585775750.291851,2.201,0.048,1
942,1.21,16982436524.61746,2.144,0.05,1
943,0.94,8912509381.33744,1.278,0.047,1
944,1.02,21379620895.022324,1.642,0.048,1
945,0.96,41686938347.03346,2.523,0.048,1
946,0.8,15135612484.362072,2.029,0.045,1
947,0.83,41686938347.03346,4.427,0.088,1
948,1.28,25703957827.68865,3.164,0.242,1
949,1.01,85113803820.2376,0.482,0.048,0
950,0.75,26915348039.26914,1.101,0.044,1
951,1.15,87096358995.60797,1.88,0.049,1
952,0.81,23442288153.19918,0.498,0.045,0
953,0.98,15135612484.362072,1.962,0.048,1
954,0.84,8128305161.640995,2.336,0.244,1
955,1.24,50118723362.72715,3.451,0.099,0
956,1.01,12589254117.941662,1.542,0.048,1
957,0.95,42657951880.15934,3.466,0.047,1
958,0.35,93325430079.69925,3.559,0.03,0
959,0.75,97723722095.58112,1.454,0.044,1
960,1.14,6760829753.919819,2.124,0.049,1
961,0.78,37153522909.71728,1.698,0.045,1
962,0.88,19952623149.688828,3.671,0.046,1
963,0.93,8317637711.026709,0.567,0.047,0
964,0.71,74131024130.09161,3.581,0.043,1
965,0.93,30902954325.13592,3.352,0.047,1
966,0.26,57543993733.71567,5.001,0.024,0
967,0.93,6456542290.346562,1.7,0.047,1
968,0.93,60255958607.435684,1.463,0.047,0
969,1.21,173780082874.93762,2.642,0.05,1
970,0.97,21877616239.495518,1.336,0.048,0
971,0.73,8511380382.023759,2.835,0.047,1
972,0.35,7762471166.286927,0.771,0.03,0
973,0.93,33884415613.920204,3.163,0.047,1
974,0.28,19952623149.688828,3.415,0.038,1
975,0.43,77624711662.86928,2.088,0.034,1
976,0.88,131825673855.64047,3.997,0.046,1
977,0.95,7413102413.009162,1.519,0.047,1
978,0.94,10232929922.807537,0.426,0.047,0
979,1.24,8128305161.640995,3.351,0.075,1
980,0.45,8128305161.640995,8.887,0.049,1
981,1.15,15488166189.124796,2.077,0.049,1
982,1.25,20417379446.695316,0.551,0.05,1
983,0.9,46773514128.71981,2.62,0.047,0
984,0.71,8912509381.33744,10.398,0.338,1
985,0.91,8709635899.560797,2.934,0.133,1
986,0.55,79432823472.42822,0.731,0.038,1
987,0.68,61659500186.148094,1.866,0.042,0
988,1.26,6309573444.801943,3.308,0.062,1
989,0.71,10232929922.807537,0.259,0.043,0
990,0.93,12022644346.174131,0.519,0.047,0
991,0.94,75857757502.91852,0.994,0.047,0
992,0.93,97723722095.58112,1.369,0.047,0
993,0.67,10000000000.0,1.939,0.042,1
994,1.0,33113112148.259075,3.847,0.054,1
995,0.81,27542287033.381634,0.815,0.045,0
996,0.92,97723722095.58112,1.742,0.047,0
997,0.68,81283051616.40996,2.502,0.042,0
998,0.93,83176377110.26709,3.824,0.047,1
999,1.25,19054607179.632442,2.353,0.05,1
1000,0.92,9332543007.969925,3.154,0.068,1
1001,1.01,12022644346.174131,1.976,0.048,1
1002,0.93,15135612484.362072,4.485,0.047,0
1003,0.73,16218100973.58933,0.698,0.044,0
1004,1.03,33884415613.920204,1.307,0.048,1
1005,1.17,16218100973.58933,0.397,0.05,1
1006,1.26,74131024130.09161,4.712,0.057,1
1007,0.8,22387211385.683376,0.451,0.045,0
1008,0.83,15135612484.362072,1.141,0.046,1
1009,0.93,21877616239.495518,2.455,0.047,1
1010,1.18,30902954325.13592,2.881,0.05,1
1011,0.66,36307805477.01018,0.628,0.042,1
1012,0.93,45708818961.48752,1.888,0.047,1
1013,1.03,18620871366.628654,0.871,0.048,0
1014,0.87,63095734448.019424,2.918,0.072,0
1015,0.92,6918309709.189363,1.694,0.047,1
1016,0.93,33113112148.259075,3.682,0.047,0
1017,0.96,8317637711.026709,1.809,0.048,1
1018,1.11,18620871366.628654,0.639,0.049,0
1019,0.91,20892961308.54041,1.126,0.047,0
1020,1.17,38904514499.42805,1.538,0.05,0
1021,0.93,20417379446.695316,1.369,0.047,0
1022,1.17,13803842646.028866,6.002,0.09,1
1023,0.19,47863009232.2638,1.484,0.019,1
1024,0.8,30199517204.02019,2.57,0.045,1
1025,0.94,12302687708.123812,4.356,0.365,0
1026,1.26,11220184543.019653,3.759,0.125,1
1027,0.68,33113112148.259075,0.933,0.042,0
1028,0.93,7762471166.286927,1.7,0.047,1
1029,0.2,8511380382.023759,0.436,0.02,1
1030,0.87,15848931924.611109,1.25,0.046,1
1031,1.01,12589254117.941662,0.868,0.048,1
1032,1.15,17378008287.493763,1.385,0.049,1
1033,0.76,16218100973.58933,2.125,0.044,1
1034,0.44,11481536214.968842,0.819,0.034,0
1035,1.21,70794578438.41373,2.792,0.107,0
1036,0.97,64565422903.46562,3.389,0.057,0
1037,0.92,19952623149.688828,4.095,0.109,1
1038,1.18,6760829753.919819,1.093,0.05,1
1039,0.69,8709635899.560797,2.986,0.043,1
1040,0.95,37153522909.71728,1.139,0.047,1
1041,1.24,57543993733.71567,0.4,0.05,1
1042,1.26,79432823472.42822,2.155,0.05,1
1043,1.24,35481338923.357605,1.701,0.05,1
1044,0.66,15135612484.362072,2.554,0.042,1
1045,1.12,6456542290.346562,4.973,0.336,1
1046,0.95,7079457843.841373,2.326,0.047,1
1047,1.28,6606934480.075964,0.954,0.05,0
1048,0.94,13489628825.916561,0.9,0.047,0
1049,1.21,54954087385.76248,0.848,0.05,1
1050,0.9,28183829312.644493,2.76,0.047,1
1051,0.67,13803842646.028866,2.318,0.042,1
1052,0.94,13489628825.916561,0.9,0.047,0
1053,0.48,38018939632.05613,0.932,0.036,1
1054,0.74,15848931924.611109,2.192,0.044,1
1055,0.85,28183829312.644493,1.38,0.046,1
1056,0.69,13489628825.916561,1.621,0.043,0
1057,0.95,9120108393.559114,2.089,0.047,1
1058,0.73,31622776601.683792,4.579,0.044,1
1059,0.26,19952623149.688828,5.035,0.042,1
1060,0.85,13182567385.564047,1.839,0.046,1
1061,0.95,23442288153.19918,3.513,0.047,1
1062,0.93,45708818961.48752,2.644,0.047,0
1063,0.89,22908676527.6777,0.699,0.047,0
1064,0.99,10964781961.43183,2.015,0.048,1
1065,1.0,21379620895.022324,2.212,0.048,1
1066,0.35,61659500186.148094,3.707,0.03,1
1067,0.67,23988329190.194946,3.498,0.042,1
1068,0.68,15848931924.611109,2.883,0.042,1
1069,0.68,30902954325.13592,1.314,0.042,1
1070,1.03,20892961308.54041,1.646,0.048,1
1071,0.93,14125375446.227554,1.039,0.047,1
1072,0.8,14125375446.227554,6.988,0.391,1
1073,0.66,7079457843.841373,2.429,0.042,1
1074,0.78,144543977074.5928,2.145,0.045,0
1075,0.72,79432823472.42822,3.297,0.043,1
1076,1.26,9120108393.559114,3.709,0.085,1
1077,1.2,36307805477.01018,0.747,0.05,0
1078,1.23,40738027780.41122,2.498,0.053,1
1079,0.88,51286138399.13659,1.766,0.046,1
1080,0.2,8912509381.33744,2.298,0.02,1
1081,1.01,33113112148.259075,0.434,0.048,1
1082,0.83,42657951880.15934,1.825,0.046,0
1083,0.93,12589254117.941662,1.275,0.047,1
1084,0.93,15848931924.611109,1.605,0.047,1
1085,0.9,8511380382.023759,2.854,0.047,1
1086,0.55,58884365535.55884,3.465,0.038,1
1087,1.28,7079457843.841373,1.205,0.05,1
1088,1.04,30199517204.02019,2.426,0.049,1
1089,0.35,48977881936.84457,6.466,0.07,1
1090,1.14,8511380382.023759,3.013,0.049,1
1091,0.68,38018939632.05613,1.908,0.042,1
1092,1.22,67608297539.19819,3.194,0.05,0
1093,1.23,50118723362.72715,2.948,0.05,1
1094,1.18,23988329190.194946,6.109,0.124,1
1095,1.17,10471285480.508986,2.282,0.088,1
1096,0.85,69183097091.89363,1.104,0.046,1
1097,1.12,40738027780.41122,3.84,0.06,0
